Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-16682500025,01/02/19,5111,Creekside Market,2601 Hwy 6 East,Iowa City,52240,POINT (-91.493643 41.633009),52,JOHNSON,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75195,Kinky Aloha Mini,6,500,4.84,7.26,1,7.26,0.5,0.13
INV-16679300018,01/02/19,4482,Indy 66 West #929 / Indianola,2001 W 2nd Ave,Indianola,50125,POINT (-93.58762800000001 41.356153),91,WARREN,1012400,Irish Whiskies,370,PERNOD RICARD USA,15644,Jameson,24,375,6.74,10.11,3,30.33,1.12,0.29
INV-16694200003,01/02/19,3749,Wal-Mart 1526 / Storm Lake,1831 Lake Ave NW,Storm Lake,50588,POINT (-95.200739 42.663904),11,BUENA VIST,1062400,Spiced Rum,260,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,12,163.08,9,2.37
INV-16692400018,01/02/19,2113,Jamboree Foods,1119 Market St. Box 71,Gowrie,50543,POINT (-94.289457 42.28057),94,WEBSTER,1011100,Blended Whiskies,65,Jim Beam Brands,22787,Beam's 8 Star Bl Whiskey,12,1000,4.19,6.29,2,12.58,2,0.52
INV-16689400017,01/02/19,3625,Wal-Mart 0892 / Ankeny,1002 SE National Dr,Ankeny,50021,POINT (-93.582348 41.70486400000001),77,POLK,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,12,104.04,9,2.37
INV-16680700034,01/02/19,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.680734 42.034748),57,LINN,1032100,Imported Vodkas,65,Jim Beam Brands,34578,Pinnacle,6,1750,12.59,18.89,12,226.68,21,5.54
INV-16689600091,01/02/19,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,Polk,1031100,American Vodkas,380,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,6,68.4,10.5,2.77
INV-16684300046,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86881,Southern Comfort Mini,10,600,5.65,8.48,10,84.8,6,1.58
INV-16680500043,01/02/19,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1071100,Cocktails /RTD,395,PROXIMO,58875,Jose Cuervo Golden Margarita,6,1750,11.04,16.56,12,198.72,21,5.54
INV-16701400011,01/02/19,4255,Fareway Stores #058 / Orange City,512  8th SE,Orange City,51041,,84,SIOUX,1091200,Neutral Grain Spirits,434,LUXCO INC,41846,Everclear Alcohol,12,750,9,13.5,12,162,9,2.37
INV-16701000020,01/02/19,2660,HY-VEE FOOD STORE / SIOUX CENTER,1951 S Main Ave,Sioux Center,51250,POINT (-96.175695 43.056471),84,SIOUX,1042100,Imported Dry Gins,35,BACARDI USA INC,28236,Bombay Sapphire Gin,12,750,13.5,20.25,12,243,9,2.37
INV-16686000001,01/02/19,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1012300,Single Malt Scotch,240,William Grant & Sons Inc,4356,Balvenie 12yr Doublewood Single Malt Scotch,12,750,32.5,48.75,1,47.13,0.75,0.19
INV-16696200068,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1031100,American Vodkas,260,DIAGEO AMERICAS,37994,Smirnoff 80prf,24,375,4.75,7.13,4,28.52,1.5,0.39
INV-16691200019,01/02/19,4384,Kum & Go #2093 / Adel,409 Nile Kinnick Dr,Adel,50003,POINT (-94.017511 41.614114),25,DALLAS,1031100,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,5,13.95,1.87,0.49
INV-16698700065,01/02/19,4589,Dyno's #53 / Sibley,1026 2nd Ave,Sibley,51249,POINT (-95.752119 43.397431),72,OSCEOLA,1032200,Imported Flavored Vodka,115,CONSTELLATION BRANDS INC,33663,Svedka Strawberry Lemonade,12,750,8.25,12.38,1,12.38,0.75,0.19
INV-16690500035,01/02/19,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1012400,Irish Whiskies,380,Phillips Beverage,15582,Finagrens Irish Whiskey,12,750,10.07,15.11,12,181.32,9,2.37
INV-16696200044,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1041100,American Dry Gins,370,PERNOD RICARD USA,32235,Seagrams Extra Dry Gin PET,12,750,6.49,9.74,4,38.96,3,0.79
INV-16679600076,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1031100,American Vodkas,301,FIFTH GENERATION INC,38179,Titos Handmade Vodka,24,200,3.49,5.24,2,10.48,0.4,0.1
INV-16680700033,01/02/19,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.680734 42.034748),57,LINN,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,27392,Jim Beam Maple,12,750,10.5,15.75,12,189,9,2.37
INV-16696900008,01/02/19,4077,Xo Food And Liquor,428 Franklin St,Waterloo,50703,POINT (-92.33464100000002 42.501602),7,BLACK HAWK,1052100,Imported Brandies,420,MOET HENNESSY USA,48105,Hennessy VS,12,375,10.74,16.11,12,188.88,4.5,1.18
INV-16685400029,01/02/19,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001,,31,DUBUQUE,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,34116,Absolut Mandrin,12,750,11.49,17.24,6,103.44,4.5,1.18
INV-16687000012,01/02/19,5531,McDermott Oil Co,1501 1st Ave E,Cascade,52033,POINT (-90.994361 42.306432),31,DUBUQUE,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,6,74.28,4.5,1.18
INV-16687100009,01/02/19,5437,Great Pastimes,228 N Main St.,Monticello,52310,POINT (-91.183413 42.24013200000001),53,JONES,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,12.96,19.44,6,116.64,10.5,2.77
INV-16695100016,01/02/19,4324,Dayton Community Grocery,22 North Main,Dayton,50530,POINT (-94.068439 42.26168),94,WEBSTER,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.59,18.89,6,113.34,6,1.58
INV-16687400012,01/02/19,4299,Hometown Market / Central City,9 Waterhouse Ave,Central City,52214,POINT (-91.530478 42.199296),57,LINN,1081400,American Schnapps,65,Jim Beam Brands,82611,Dekuyper Hot Damn!,12,750,6.5,9.75,4,38.84,3,0.79
INV-16697800008,01/02/19,5174,Jim's Food   /  Sullivan Ave,"437, Sullivan Ave",Waterloo,50701,POINT (-92.355915 42.487326),7,BLACK HAWK,1052100,Imported Brandies,65,Jim Beam Brands,47775,Courvoisier VSOP,12,375,11.54,17.31,2,34.62,0.75,0.19
INV-16689800069,01/02/19,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322,POINT (-93.739105 41.629364),77,POLK,1022200,100% Agave Tequila,330,Gemini Spirits,88036,Margaritaville Silver Tequila,12,750,7.51,11.27,12,111.48,9,2.37
INV-16686000195,01/02/19,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69667,Dr McGillicuddys Vanilla,12,1000,11,16.5,12,198,12,3.17
INV-16679600057,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35317,Barton Vodka,12,1000,3.97,5.96,12,71.52,12,3.17
INV-16679900099,01/02/19,5142,Smokin' Joe's #13 Tobacco and Liquor Outlet,2315 Mt Vernon Rd SE,Cedar Rapids,52303,,57,Linn,1011100,Blended Whiskies,297,Laird & Company,23827,Five Star,12,1000,4.4,6.6,3,19.8,3,0.79
INV-16698400064,01/02/19,2661,Hy-Vee Food Store / Sheldon,1989 Park St,Sheldon,51201,POINT (-95.831721 43.186038),71,OBRIEN,1081400,American Schnapps,65,Jim Beam Brands,82605,Dekuyper Sour Apple Pucker PET,12,750,6.5,9.75,6,58.26,4.5,1.18
INV-16679800040,01/02/19,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6th St SW,Cedar Rapids,52404,POINT (-91.67706 41.962419),57,LINN,1031100,American Vodkas,380,Phillips Beverage,37356,Phillips Vodka,12,750,3.57,5.36,12,64.32,9,2.37
INV-16695600001,01/02/19,4930,Casey's General Store #3251 / Boone,1303 SE MARSHALL ST,Boone,50036,POINT (-93.872188 42.035107),8,BOONE,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Spiced Barrel,6,1750,18,27,6,162,10.5,2.77
INV-16689900008,01/02/19,4131,Fareway Stores #933 / Urbandale,8450 Meredith Dr,Urbandale,50322,POINT (-93.734312 41.643829),77,POLK,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57129,Chi-Chi's Mexican Mudslide,6,1750,6.5,9.75,6,55.56,10.5,2.77
INV-16688100037,01/02/19,3912,Smokin' Joe's #14 Tobacco and Liquor Outlet,225 Edgewood Rd,Cedar Rapids,52405,,57,LINN,1071100,Cocktails /RTD,308,Mango Bottling,77545,Tooters Apple-Tini Mini,12,375,6,9,1,9,0.37,0.09
INV-16680500011,01/02/19,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1062200,White Rum,35,BACARDI USA INC,43128,Bacardi Superior,6,1750,15,22.5,6,135,10.5,2.77
INV-16695700014,01/02/19,4023,Wal-Mart 1389 / Boone,1515 SE Marshall St,Boone,50036,POINT (-93.869892 42.035093),8,BOONE,1011600,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton 4YR Rye,6,750,18.09,27.14,6,162.84,4.5,1.18
INV-16679900101,01/02/19,5142,Smokin' Joe's #13 Tobacco and Liquor Outlet,2315 Mt Vernon Rd SE,Cedar Rapids,52303,,57,Linn,1011100,Blended Whiskies,297,Laird & Company,23824,Five Star,24,375,2.09,3.14,24,75.36,9,2.37
INV-16687100031,01/02/19,5437,Great Pastimes,228 N Main St.,Monticello,52310,POINT (-91.183413 42.24013200000001),53,JONES,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,34052,Absolut Raspberri,12,750,11.49,17.24,2,34.48,1.5,0.39
INV-16686900031,01/02/19,4171,"Brothers Market, Inc. / Cascade",105 SE Nixon St,Cascade,52033,POINT (-90.993859 42.3036),31,DUBUQUE,1081400,American Schnapps,65,Jim Beam Brands,73517,Dekuyper Cactus Juice,12,1000,7.87,11.81,2,23.62,2,0.52
INV-16701500050,01/02/19,5357,Gameday Liquor/ Orange City,632 8th St. SE,Orange City,51041,POINT (-96.051138 42.99748400000001),84,SIOUX,1071100,Cocktails /RTD,65,Jim Beam Brands,63355,Skinnygirl Margarita,12,750,6.29,9.44,1,9.44,0.75,0.19
INV-16679600117,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1051100,American Brandies,205,E & J Gallo Winery,52582,E & J VSOP,12,750,7.24,10.86,2,21.72,1.5,0.39
INV-16696200135,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64572,Ciroc Pineapple,12,375,9.25,13.88,2,27.76,0.75,0.19
INV-16680200186,01/02/19,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1062400,Spiced Rum,260,DIAGEO AMERICAS,43244,Captain Morgan 100 Proof Spiced Rum,12,750,10.49,15.74,12,188.88,9,2.37
INV-16689800066,01/02/19,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322,POINT (-93.739105 41.629364),77,POLK,1062200,White Rum,229,DEHNER DISTILLERY,72505,Blue Ox Silver Rum,6,1750,6.5,9.75,6,58.5,10.5,2.77
INV-16698600081,01/02/19,5423,Stammer Liquor Corp,615 2nd Ave,Sheldon,51201,POINT (-95.854899 43.184242),71,OBRIEN,1012100,Canadian Whiskies,65,Jim Beam Brands,15248,Windsor Canadian PET,6,1750,9.5,14.25,6,85.5,10.5,2.77
INV-16678500019,01/02/19,4622,Quik Trip #544 / SE 14th DM,"3941, SE 14th St",Des Moines,50320,POINT (-93.596748 41.548497),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30,45,4,180,12,3.17
INV-16680000057,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1011100,Blended Whiskies,260,DIAGEO AMERICAS,27554,Seagrams 7 Crown Dark Honey,12,750,7,10.5,3,31.5,2.25,0.59
INV-16692200064,01/02/19,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84166,99 Blackberries,12,750,7.79,11.69,12,140.28,9,2.37
INV-16695400014,01/02/19,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876159 42.06479800000001),8,BOONE,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17956,Evan Williams Str Bourbon,12,750,7.74,11.61,12,139.32,9,2.37
INV-16683800034,01/02/19,5460,Smokin Joe's # 6 Tobacco and Liquor Outlet,2411 2nd St Ste 4,Coralville,52241,POINT (-91.599549 41.68363),52,JOHNSON,1011100,Blended Whiskies,297,Laird & Company,23824,Five Star,24,375,2.09,3.14,6,18.84,2.25,0.59
INV-16687500066,01/02/19,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,POINT (-91.658577 41.955859),57,LINN,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9,2.37
INV-16701000009,01/02/19,2660,HY-VEE FOOD STORE / SIOUX CENTER,1951 S Main Ave,Sioux Center,51250,POINT (-96.175695 43.056471),84,SIOUX,1062400,Spiced Rum,395,PROXIMO,46504,Kraken Black Spiced Rum,12,750,10.45,15.68,3,47.04,2.25,0.59
INV-16679100035,01/02/19,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1031100,American Vodkas,205,E & J Gallo Winery,36969,New Amsterdam 80prf,12,750,7.5,11.25,12,135,9,2.37
INV-16683800013,01/02/19,5460,Smokin Joe's # 6 Tobacco and Liquor Outlet,2411 2nd St Ste 4,Coralville,52241,POINT (-91.599549 41.68363),52,JOHNSON,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84171,99 Bananas,48,100,0.89,1.34,12,16.08,1.2,0.31
INV-16691900045,01/02/19,4446,QUIK TRIP #513 / URBANDALE,4600 Merle Hay Rd,Urbandale,50322,POINT (-93.697999 41.644296),77,POLK,1041100,American Dry Gins,370,PERNOD RICARD USA,32233,Seagrams Extra Dry Gin,48,200,1.99,2.99,6,17.94,1.2,0.31
INV-16697200012,01/02/19,5113,"Ray's Supermarket, Inc.",1975 Franklin St,Waterloo,50703,POINT (-92.315215 42.495394),7,BLACK HAWK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19063,Jim Beam,48,200,3.5,5.25,6,31.5,1.2,0.31
INV-16690700012,01/02/19,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,12,228.12,12,3.17
INV-16678500027,01/02/19,4622,Quik Trip #544 / SE 14th DM,"3941, SE 14th St",Des Moines,50320,POINT (-93.596748 41.548497),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86691,Jack Daniels Tennessee Fire Mini,12,500,9.06,13.59,2,27.18,1,0.26
INV-16690300027,01/02/19,4449,Kum & Go #121 / Urbandale,12041 Douglas Pkwy,Urbandale,50322,,77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86691,Jack Daniels Tennessee Fire Mini,12,500,9.06,13.59,2,27.18,1,0.26
INV-16694300080,01/02/19,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1081200,Cream Liqueurs,305,Mhw LTD,73052,Rumchata,12,375,7,10.5,1,10.5,0.37,0.09
INV-16700600050,01/02/19,2604,Hy-Vee Wine and Spirits / Lemars,1201 12th Ave SW,Lemars,51031,POINT (-96.18335000000002 42.778257),75,Plymouth,1031200,American Flavored Vodka,259,Heaven Hill Brands,39920,Deep Eddy Peach Mini,6,600,4.84,7.26,2,14.52,1.2,0.31
INV-16680000070,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77842,Smirnoff Strawberry,12,750,8.25,12.38,2,24.76,1.5,0.39
INV-16679600158,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1081300,American Cordials & Liqueur,65,Jim Beam Brands,73533,Dekuyper 03,12,750,12.07,18.11,2,36.22,1.5,0.39
INV-16687700026,01/02/19,3666,Target Store T-1771 / Cedar Rapids,3400 Edgewood Rd SW,Cedar Rapids,52404,POINT (-91.716111 41.944272),57,LINN,1071100,Cocktails /RTD,395,PROXIMO,58872,Jose Cuervo Authentic Light Lime Margarita,6,1750,8.74,13.11,12,157.32,21,5.54
INV-16680000128,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1031100,American Vodkas,421,SAZERAC COMPANY  INC,36976,Nikolai Vodka,12,750,3.27,4.91,12,58.92,9,2.37
INV-16678600051,01/02/19,4641,Kum & Go #573 / SE 14th DM,5830 SE 14th St,Des Moines,50315,,77,POLK,1041100,American Dry Gins,370,PERNOD RICARD USA,32236,Seagrams Extra Dry Gin,12,750,6.49,9.74,12,116.88,9,2.37
INV-16692800008,01/02/19,5663,Lake View Redemption & Liquor Store,502 5th St,Lake View,51450,POINT (-95.051539 42.307764000000006),81,SAC,1081400,American Schnapps,65,Jim Beam Brands,82607,Dekuyper Sour Apple Pucker,12,1000,7.87,11.81,12,141.72,12,3.17
INV-16682800065,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1041100,American Dry Gins,65,Jim Beam Brands,30238,Gilbeys Gin,6,1750,10.49,15.74,6,94.44,10.5,2.77
INV-16682900036,01/02/19,2545,Hy-Vee Drugstore / Iowa City,310 N 1st St,Iowa City,52245,POINT (-91.528105 42.207428),52,JOHNSON,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35315,Barton Vodka Pet,12,750,3.37,5.06,12,60.72,9,2.37
INV-16699300008,01/02/19,5112,The Bottle Shop,"315, S Main St",Inwood,51240,POINT (-96.43194 43.307173),60,LYON,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26827,Jack Daniels Old #7 Black Label,12,1000,18.89,28.34,3,85.02,3,0.79
INV-16692200051,01/02/19,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11298,Crown Royal,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-16689400053,01/02/19,3625,Wal-Mart 0892 / Ankeny,1002 SE National Dr,Ankeny,50021,POINT (-93.582348 41.70486400000001),77,POLK,1062400,Spiced Rum,55,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77
INV-16692700010,01/02/19,5010,Sac City Food Pride,106 S 16th St,Sac City,50583,POINT (-95.002637 42.422404),81,SAC,1031200,American Flavored Vodka,380,Phillips Beverage,41693,UV Blue Raspberry,12,750,6.5,9.75,3,29.25,2.25,0.59
INV-16693700015,01/02/19,5140,A to Z Liquor,"114, S  2nd  St",Cherokee,51012,POINT (-95.55132 42.749013),18,CHEROKEE,1012300,Single Malt Scotch,240,William Grant & Sons Inc,5006,Glenfiddich 12yr Special Reserve,12,750,23.48,35.22,4,140.88,3,0.79
INV-16696700052,01/02/19,2571,Hy-Vee Food Store #2 / Waterloo,2181 Logan Ave,Waterloo,50703,POINT (-92.337583 42.530476),7,BLACK HAWK,1071100,Cocktails /RTD,285,Charles Jacquin Et Cie,56957,Bartenders Hot Sex,12,1000,5.28,7.92,1,7.92,1,0.26
INV-16690100032,01/02/19,3691,Target Store T-1791 / Urbandale,11148 Plum Dr,Urbandale,50322,POINT (-93.769776 41.646972),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86886,Southern Comfort,12,750,10.33,15.5,12,186,9,2.37
INV-16680800035,01/02/19,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11290,Crown Royal Mini,10,300,7.35,11.03,3,33.09,0.9,0.23
INV-16696200155,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1081200,Cream Liqueurs,259,Heaven Hill Brands,68126,Carolans Irish Cream,12,750,8.2,12.3,4,49.2,3,0.79
INV-16700400022,01/02/19,4231,Fareway Stores #719 / Le Mars,115 Plymouth St NE,Le Mars,51031,POINT (-96.164909 42.793066),75,PLYMOUTH,1031100,American Vodkas,421,SAZERAC COMPANY  INC,36978,Nikolai Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
INV-16688600010,01/02/19,4634,Kwik Shop #565 / Cedar Rapids,"4201, Center Point Rd NE",Cedar Rapids,52402,POINT (-91.665659 42.021931),57,LINN,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49185,Remy Martin VSOP Flask,12,375,11.59,17.39,4,69.56,1.5,0.39
INV-16681800011,01/02/19,2285,John's Grocery,401 East Market St,Iowa City,52240,POINT (-91.529854 41.663541),52,JOHNSON,1012400,Irish Whiskies,370,PERNOD RICARD USA,15627,Jameson,12,1000,19.48,29.22,12,341.64,12,3.17
INV-16689600009,01/02/19,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,Polk,1071100,Cocktails /RTD,395,PROXIMO,58873,Jose Cuervo Authentic Watermelon Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-16687700017,01/02/19,3666,Target Store T-1771 / Cedar Rapids,3400 Edgewood Rd SW,Cedar Rapids,52404,POINT (-91.716111 41.944272),57,LINN,1062400,Spiced Rum,260,DIAGEO AMERICAS,43285,Captain Morgan Original Spiced Rum Pet,12,750,9.06,13.59,24,326.16,18,4.75
INV-16680000006,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1031200,American Flavored Vodka,259,Heaven Hill Brands,41316,Burnetts Raspberry,12,750,4.48,6.72,3,20.16,2.25,0.59
INV-16696700047,01/02/19,2571,Hy-Vee Food Store #2 / Waterloo,2181 Logan Ave,Waterloo,50703,POINT (-92.337583 42.530476),7,BLACK HAWK,1052100,Imported Brandies,420,MOET HENNESSY USA,48105,Hennessy VS,12,375,10.74,16.11,12,188.88,4.5,1.18
INV-16696600022,01/02/19,4902,Broadway Liquor,821 Broadway St,Waterloo,50703,POINT (-92.345144 42.513772),7,BLACK HAWK,1041100,American Dry Gins,370,PERNOD RICARD USA,32233,Seagrams Extra Dry Gin,48,200,1.99,2.99,48,143.52,9.6,2.53
INV-16684100005,01/02/19,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1022200,100% Agave Tequila,461,Skyy Spirits Inc,89139,Cabo Wabo Reposado,6,750,21.5,32.25,2,64.5,1.5,0.39
INV-16686800135,01/02/19,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1081400,American Schnapps,434,LUXCO INC,81966,Arrow Mcdale's Butterscotch Schnapps,12,750,4.74,7.11,2,14.22,1.5,0.39
INV-16684300071,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1041100,American Dry Gins,421,SAZERAC COMPANY  INC,31296,Miles London Dry Gin,12,750,4.5,6.75,24,162,18,4.75
INV-16696200041,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28886,Tanqueray No. Ten,12,750,17.49,26.24,2,52.48,1.5,0.39
INV-16681700157,01/02/19,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240,POINT (-91.518868 41.676095),52,JOHNSON,1022200,100% Agave Tequila,410,Patron Spirits Company,88294,Patron Silver,12,375,14.5,21.75,2,43.5,0.75,0.19
INV-16692600001,01/02/19,2200,Sac Liquor Store,619 E Main St,Sac City,50583,POINT (-94.974011 42.421341),81,SAC,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11788,Black Velvet,6,1750,10.45,15.68,24,376.32,42,11.09
